"","player","season","schl","games","gs","mp"
"1730","Bul Kuol",2020,"Detroit Mercy",22,22,795
"1731","Burton Sampson",2014,"Belmont",19,NA,72
"1732","Burton Sampson",2015,"Belmont",14,0,102
"1733","Burton Sampson",2016,"Belmont",30,0,327
"1734","Burton Sampson",2017,"Belmont",31,0,303
"1735","Bush Wamukota",2014,"Wichita State",32,0,192
"1736","Bush Wamukota",2015,"Wichita State",28,1,192
"1737","Byron Burt",2016,"Loyola (IL)",5,0,15
"1738","Byron Hawkins",2017,"Murray State",30,2,561
"1739","Byron Mulkey",2010,"Buffalo",34,NA,1192
"1740","C.J. Baird",2017,"Michigan",5,0,8
"1741","C.J. Baird",2018,"Michigan",13,0,23
"1742","C.J. Baird",2019,"Michigan",7,0,29
"1743","C.J. Baird",2020,"Michigan",4,0,11
"1744","C.J. Bobbitt",2015,"Denver",24,22,537
"1745","C.J. Bobbitt",2016,"Denver",30,28,780
"1746","C.J. Carter",2012,"Omaha",30,28,876
"1747","C.J. Carter",2013,"Omaha",31,30,946
"1748","C.J. Carter",2014,"Omaha",29,29,995
"1749","C.J. Cole",2013,"Oklahoma",10,0,27
"1750","C.J. Cole",2014,"Oklahoma",14,0,38
"1751","C.J. Cole",2015,"Oklahoma",11,0,27
"1752","C.J. Cole",2016,"Oklahoma",16,0,41
"1753","C.J. Ford",2012,"Murray State",27,0,233
"1754","C.J. Ford",2013,"Murray State",32,0,279
"1755","C.J. Jackson",2016,"Ohio State",32,9,611
"1756","C.J. Jackson",2017,"Ohio State",34,31,1037
"1757","C.J. Jackson",2018,"Ohio State",34,31,1045
"1758","C.J. Keyser",2016,"Wichita State",25,0,120
"1759","C.J. Keyser",2017,"Wichita State",18,0,127
"1760","C.J. Massinburg",2015,"Buffalo",35,7,885
"1761","C.J. Massinburg",2016,"Buffalo",24,18,777
"1762","C.J. Massinburg",2017,"Buffalo",36,35,1223
"1763","C.J. Massinburg",2018,"Buffalo",35,34,1123
"1764","C.J. Noland",2021,"Oklahoma",33,0,416
"1765","C.J. Noland",2022,"Oklahoma",26,8,377
"1766","C.J. Oldham",2010,"Akron",8,0,23
"1767","C.J. Oldham",2011,"Akron",9,0,30
"1768","C.J. Rhodes",2017,"Ohio",2,0,4
"1769","C.J. Rivers",2014,"Drake",29,17,516
"1770","C.J. Rivers",2015,"Drake",17,11,338
"1771","C.J. Rivers",2016,"Drake",31,10,537
"1772","C.J. Rivers",2017,"Drake",34,31,966
"1773","C.J. Washington",2010,"Oklahoma",31,0,366
"1774","C.J. Washington",2011,"Oklahoma",30,0,348
"1775","C.J. Wilbourn",2019,"Milwaukee",31,30,578
"1776","C.J. Wilbourn",2020,"Milwaukee",15,12,313
"1777","C.J. Wilbourn",2021,"Wright State",33,6,253
"1778","C.J. Wilbourn",2022,"Wright State",7,0,19
"1779","C.J. Wilcher",2021,"Nebraska",32,2,788
"1780","C.J. Wilcher",2022,"Nebraska",32,24,871
"1781","C.J. Wilcher",2023,"Nebraska",7,2,125
"1782","C.J. Williamson",2018,"Kent State",33,29,686
"1783","C.J. Williamson",2019,"Kent State",26,2,480
"1784","Cade Cunningham",2020,"Oklahoma State",27,26,956
"1785","Cade Davis",2010,"Oklahoma",31,31,1081
"1786","Cade Hardtke",2022,"Bradley",9,0,14
"1787","Cade Hardtke",2023,"Bradley",1,0,1
"1788","Cade Hornecker",2022,"Southern Illinois",11,0,49
"1789","Cade Kandolin",2022,"South Dakota",3,0,11
"1790","Cade Kelderman",2023,"Iowa State",4,0,7
"1791","Cade McKnight",2022,"Indiana State",31,1,347
"1792","Cade Meyer",2021,"Green Bay",30,30,724
"1793","Cade Meyer",2022,"Green Bay",31,31,851
"1794","Cade Meyer",2023,"Northern Kentucky",6,0,98
"1795","Cade Tyson",2022,"Belmont",30,28,872
"1796","Cade Tyson",2023,"Belmont",5,5,147
"1797","Cade Wagner",2018,"Oklahoma State",2,0,2
"1798","Caden Hoffman",2019,"South Dakota",6,0,17
"1799","Caileb Brown",2020,"Detroit Mercy",1,0,3
"1800","Cal Kennedy",2014,"Loyola (IL)",7,0,8
"1801","Cal Kennedy",2015,"Loyola (IL)",14,0,36
"1802","Cale Jacobsen",2023,"Nebraska",4,0,20
"1803","Cale Zuiker",2011,"Youngstown State",14,0,45
"1804","Caleb Asberry",2022,"Oklahoma State",34,14,943
"1805","Caleb Chowbay",2013,"Belmont",36,2,499
"1806","Caleb Chowbay",2014,"Belmont",28,NA,236
"1807","Caleb Cline",2018,"South Dakota",3,0,5
"1808","Caleb Crane",2022,"IUPUI",13,0,42
"1809","Caleb Dean",2010,"Western Michigan",24,NA,142
"1810","Caleb Dean",2011,"Western Michigan",10,0,20
"1811","Caleb Fields",2018,"Bowling Green State",33,25,570
"1812","Caleb Fields",2019,"Bowling Green State",29,28,762
"1813","Caleb Fields",2020,"Bowling Green State",25,25,708
"1814","Caleb Furst",2021,"Purdue",34,12,498
"1815","Caleb Furst",2022,"Purdue",35,21,644
"1816","Caleb Furst",2023,"Purdue",6,0,80
"1817","Caleb Grill",2019,"Iowa State",29,2,400
"1818","Caleb Grill",2021,"Iowa State",35,0,844
"1819","Caleb Grill",2022,"Iowa State",25,22,779
"1820","Caleb Grill",2023,"Missouri",7,5,149
"1821","Caleb Hodgson",2020,"Central Michigan",17,2,98
"1822","Caleb Hodgson",2021,"Central Michigan",17,0,61
"1823","Caleb Hodgson",2022,"Central Michigan",16,4,82
"1824","Caleb Hollander",2017,"Belmont",7,1,35
"1825","Caleb Hollander",2018,"Belmont",26,17,432
"1826","Caleb Hollander",2019,"Belmont",29,0,234
"1827","Caleb Hollander",2020,"Belmont",26,24,530
"1828","Caleb Hollander",2021,"Belmont",6,0,34
"1829","Caleb Houstan",2021,"Michigan",34,34,1088
"1830","Caleb Huffman",2020,"Central Michigan",23,5,555
"1831","Caleb Mills",2023,"Memphis",6,4,155
"1832","Caleb Nero",2020,"North Dakota",26,13,596
"1833","Caleb Nero",2021,"North Dakota",21,9,370
"1834","Caleb Nero",2022,"North Dakota",16,1,214
"1835","Caleb Oehlberg",2017,"Northern Illinois",1,0,1
"1836","Caleb Oehlberg",2018,"Northern Illinois",5,0,6
"1837","Caleb Patterson",2010,"Missouri State",31,0,421
"1838","Caleb Patterson",2011,"Missouri State",27,14,626
"1839","Caleb Reese",2022,"Loyola (IL)",6,0,9
"1840","Caleb Reese",2023,"Loyola (IL)",2,0,4
"1841","Caleb Steffensmeier",2012,"Omaha",31,3,574
"1842","Caleb Steffensmeier",2013,"Omaha",32,1,498
"1843","Caleb Swanigan",2015,"Purdue",34,34,875
"1844","Caleb Swanigan",2016,"Purdue",35,35,1139
"1845","Caleb Tannehill",2012,"Oral Roberts",2,0,8
"1846","Caleb Walker",2010,"Nebraska",32,27,662
"1847","Caleb Walker",2011,"Nebraska",30,29,756
"1848","Caleb Wallingford",2015,"Memphis",11,0,30
"1849","Callum Barker",2015,"Bradley",32,26,730
"1850","Callum Barker",2016,"Bradley",27,3,233
"1851","Callum Barker",2017,"Bradley",14,0,69
"1852","Calvin Belts",2012,"Southern Illinois",5,0,9
"1853","Calvin Godfrey",2010,"Iowa State",29,5,583
"1854","Calvin Godfrey",2014,"Memphis",31,9,438
"1855","Calvin Newell",2010,"Oklahoma",31,2,387
"1856","Calvin Newell",2011,"Oklahoma",5,0,98
"1857","Cam Amboree",2022,"Oral Roberts",15,0,79
"1858","Cam Amboree",2023,"Oral Roberts",3,0,10
"1859","Cam Biedscheid",2012,"Notre Dame",34,0,591
"1860","Cam Christie",2023,"Minnesota",5,0,111
"1861","Cam Griffin",2011,"Denver",11,0,42
"1862","Cam Griffin",2012,"Denver",32,2,687
"1863","Cam Griffin",2013,"Denver",31,30,893
"1864","Cam Griffin",2014,"Denver",28,26,930
"1865","Cam Mack",2019,"Nebraska",28,25,975
"1866","Cam Martin",2022,"Kansas",4,0,10
"1867","Cam Palesse",2022,"Valparaiso",4,0,40
"1868","Cam Young",2020,"Bowling Green State",26,1,264
"1869","Cam Young",2021,"Bowling Green State",21,0,237
"1870","Camden Heide",2023,"Purdue",6,0,69
"1871","Cameron Bacote",2019,"Indiana State",30,0,356
"1872","Cameron Bacote",2020,"Indiana State",17,0,193
"1873","Cameron Black",2010,"Bowling Green State",31,17,467
"1874","Cameron Black",2011,"Bowling Green State",32,31,650
"1875","Cameron Black",2012,"Bowling Green State",32,29,621
"1876","Cameron Black",2013,"Bowling Green State",32,32,952
"1877","Cameron Bowles",2017,"Chicago State",29,12,570
"1878","Cameron Bowles",2018,"Chicago State",28,27,880
"1879","Cameron Clark",2010,"Oklahoma",32,32,1074
"1880","Cameron Clark",2011,"Oklahoma",31,28,844
"1881","Cameron Clark",2012,"Oklahoma",32,0,552
"1882","Cameron Clark",2013,"Oklahoma",33,33,915
"1883","Cameron Crawford",2021,"Indiana State",21,5,272
"1884","Cameron Delaney",2014,"Denver",18,6,244
"1885","Cameron Downing",2010,"Buffalo",13,NA,46
"1886","Cameron Downing",2011,"Buffalo",22,0,123
"1887","Cameron Downing",2012,"Buffalo",34,0,469
"1888","Cameron Fens",2022,"Illinois-Chicago",31,12,340
"1889","Cameron Fens",2023,"Illinois-Chicago",6,0,34
"1890","Cameron Gehlhausen",2022,"Evansville",2,0,1
"1891","Cameron Gehlhausen",2023,"Evansville",2,0,16
"1892","Cameron Haffner",2023,"Evansville",6,6,117
"1893","Cameron Harvey",2016,"Milwaukee",35,16,564
"1894","Cameron Healy",2021,"Central Michigan",28,21,840
"1895","Cameron Henry",2021,"Indiana State",28,26,839
"1896","Cameron Henry",2022,"Indiana State",34,33,976
"1897","Cameron Hunter",2017,"North Dakota State",32,21,883
"1898","Cameron Hunter",2018,"North Dakota State",23,0,417
"1899","Cameron Hunter",2019,"North Dakota State",33,12,752
"1900","Cameron Jernigan",2023,"Chicago State",7,1,81
"1901","Cameron Johnson",2014,"Pittsburgh",8,0,115
"1902","Cameron Johnson",2015,"Pittsburgh",32,1,373
"1903","Cameron Johnson",2016,"Pittsburgh",33,33,1099
"1904","Cameron Kimble",2021,"Western Michigan",15,0,175
"1905","Cameron Krutwig",2017,"Loyola (IL)",38,34,899
"1906","Cameron Krutwig",2018,"Loyola (IL)",34,34,958
"1907","Cameron Krutwig",2019,"Loyola (IL)",32,32,1001
"1908","Cameron Krutwig",2020,"Loyola (IL)",30,30,855
"1909","Cameron Lard",2017,"Iowa State",29,16,767
"1910","Cameron Lard",2018,"Iowa State",24,0,299
"1911","Cameron Liss",2014,"Illinois",12,0,16
"1912","Cameron Liss",2015,"Illinois",5,0,10
"1913","Cameron Liss",2017,"Illinois",8,0,16
"1914","Cameron Loepker",2012,"IUPUI",14,0,59
"1915","Cameron Madlock",2010,"Northern Illinois",22,0,209
"1916","Cameron Maes",2014,"Missouri State",2,0,10
"1917","Cameron McGriff",2016,"Oklahoma State",32,1,502
"1918","Cameron McGriff",2017,"Oklahoma State",36,17,868
"1919","Cameron McGriff",2018,"Oklahoma State",32,32,1082
"1920","Cameron McGriff",2019,"Oklahoma State",32,32,962
"1921","Cameron Morse",2014,"Youngstown State",17,2,265
"1922","Cameron Morse",2015,"Youngstown State",30,20,1006
"1923","Cameron Morse",2016,"Youngstown State",31,28,1123
"1924","Cameron Morse",2017,"Youngstown State",32,29,1024
"1925","Cameron Payne",2013,"Murray State",34,34,1111
"1926","Cameron Payne",2014,"Murray State",35,35,1127
"1927","Cameron Satterwhite",2016,"Loyola (IL)",30,0,387
"1928","Cameron Satterwhite",2017,"Loyola (IL)",35,0,363
"1929","Cameron Wilbon",2018,"Robert Morris",32,0,400
"1930","Cameron Wilbon",2019,"Robert Morris",2,0,0
"1931","Cameron Wilbon",2020,"Robert Morris",19,1,345
"1932","Cameron Witt",2010,"Valparaiso",11,0,38
"1933","Cameron Woodyard",2016,"Loyola (IL)",4,0,9
"1934","Cameron Wright",2011,"Pittsburgh",37,10,434
"1935","Cameron Wright",2012,"Pittsburgh",31,1,453
"1936","Cameron Wright",2013,"Pittsburgh",36,36,1111
"1937","Cameron Wright",2014,"Pittsburgh",26,25,721
"1938","Campbell Donovan",2017,"Butler",10,0,22
"1939","Campbell Donovan",2018,"Butler",10,0,20
"1940","Campbell Donovan",2019,"Butler",1,0,1
"1941","Campbell Donovan",2020,"Butler",4,0,15
"1942","Camron Justice",2018,"IUPUI",33,32,1077
"1943","Camron Reece",2019,"Akron",30,12,484
"1944","Camron Reece",2020,"Akron",23,3,378
"1945","Camryn Carter",2022,"Kansas State",36,36,947
"1946","Camryn Carter",2023,"Kansas State",6,6,198
"1947","Camyn Boone",2014,"Missouri State",31,30,710
"1948","Camyn Boone",2015,"Missouri State",31,28,775
"1949","Cane Broome",2017,"Cincinnati",34,3,698
"1950","Cane Broome",2018,"Cincinnati",35,4,742
"1951","Carey Booth",2023,"Notre Dame",5,0,94
"1952","Caris LeVert",2012,"Michigan",33,1,354
"1953","Caris LeVert",2013,"Michigan",37,37,1258
"1954","Caris LeVert",2014,"Michigan",18,18,645
"1955","Caris LeVert",2015,"Michigan",15,14,464
"1956","Carl Blair",2010,"Oklahoma",30,25,828
"1957","Carl Blair",2011,"Oklahoma",31,4,476
"1958","Carl Cherenfant",2023,"Memphis",4,0,8
"1959","Carl Hall",2011,"Wichita State",33,19,736
"1960","Carl Hall",2012,"Wichita State",32,26,916
"1961","Carl Montgomery",2010,"Chicago State",32,29,879
"1962","Carl Richard",2010,"Indiana State",33,32,997
"1963","Carl Richard",2011,"Indiana State",30,30,884
"1964","Carlbe Ervin",2015,"Kansas State",33,5,504
"1965","Carlbe Ervin",2016,"Kansas State",35,0,497
"1966","Carleton Scott",2010,"Notre Dame",30,29,937
"1967","Carlin Dupree",2013,"North Dakota State",25,NA,195
"1968","Carlin Dupree",2014,"North Dakota State",33,33,1077
"1969","Carlin Dupree",2015,"North Dakota State",27,16,747
"1970","Carlin Dupree",2016,"North Dakota State",30,29,884
"1971","Carlitos Anderson",2015,"Akron",5,0,13
"1972","Carlitos Anderson",2016,"Akron",2,0,6
"1973","Carlo Marble",2019,"Chicago State",16,7,304
"1974","Carlo Marble",2020,"Chicago State",9,4,217
"1975","Carlo Marble",2021,"Chicago State",7,0,65
"1976","Carlos Fuentes",2022,"Denver",4,0,3
"1977","Carlos Fuentes",2023,"Denver",1,0,2
"1978","Carlos Hines",2020,"Northern Kentucky",5,0,39
"1979","Carlos Jurgens",2018,"Oral Roberts",30,9,671
"1980","Carlos Jurgens",2020,"Oral Roberts",29,13,714
"1981","Carlos Jurgens",2021,"Oral Roberts",30,25,683
"1982","Carlos Jurgens",2022,"Oral Roberts",35,35,887
"1983","Carlos Morris",2014,"Minnesota",33,25,846
"1984","Carlos Morris",2015,"Minnesota",24,16,613
"1985","Carlos Rosario",2023,"Drake",6,0,60
"1986","Carlous Williams",2023,"Tulsa",5,0,88
"1987","Carlton Bragg",2015,"Kansas",38,0,338
"1988","Carlton Bragg",2016,"Kansas",31,5,429
"1989","Carlton Brundidge",2011,"Michigan",15,2,44
"1990","Carlton Brundidge",2013,"Detroit Mercy",32,20,697
"1991","Carlton Brundidge",2014,"Detroit Mercy",33,1,353
"1992","Carlton Brundidge",2015,"Detroit Mercy",31,10,632
"1993","Carlton Carrington",2023,"Pittsburgh",6,6,182
"1994","Carlton Fay",2010,"Southern Illinois",32,32,923
"1995","Carlton Guyton",2010,"Kent State",32,13,984
"1996","Carlton Guyton",2011,"Kent State",33,31,1060
"1997","Carlton Hurst",2016,"South Dakota",34,34,971
"1998","Carlton Hurst",2017,"South Dakota",22,18,495
"1999","Carlton Linguard",2020,"Kansas State",17,0,111
"2000","Carlton Linguard",2021,"Kansas State",15,2,121
"2001","Carmelo Betancourt",2012,"Akron",33,5,378
"2002","Carmelo Betancourt",2013,"Akron",32,17,540
"2003","Carrington Love",2012,"Green Bay",34,4,538
"2004","Carrington Love",2013,"Green Bay",31,14,832
"2005","Carrington Love",2014,"Green Bay",33,32,1031
"2006","Carrington Love",2015,"Green Bay",36,35,1174
"2007","Carrington McCaskill",2022,"Central Michigan",21,6,361
"2008","Carsen Edwards",2016,"Purdue",35,21,813
"2009","Carsen Edwards",2017,"Purdue",37,37,1094
"2010","Carsen Edwards",2018,"Purdue",36,36,1275
"2011","Carson Barrett",2020,"Purdue",1,0,2
"2012","Carson Barrett",2021,"Purdue",9,0,19
"2013","Carson Barrett",2022,"Purdue",5,0,10
"2014","Carson Barrett",2023,"Purdue",2,0,6
"2015","Carson Cooper",2022,"Michigan State",30,0,199
"2016","Carson Cooper",2023,"Michigan State",6,3,108
"2017","Carson Ryan",2020,"Youngstown State",5,0,22
"2018","Carson Sager",2021,"Oklahoma State",4,0,5
"2019","Carson Sager",2022,"Oklahoma State",7,0,8
"2020","Carson Sager",2023,"Oklahoma State",2,0,2
"2021","Carson Shanks",2014,"North Dakota",19,13,373
"2022","Carson Shanks",2015,"North Dakota",31,24,488
"2023","Carson Shanks",2016,"North Dakota",31,3,390
"2024","Carson Shanks",2017,"Loyola (IL)",13,0,30
"2025","Carson Warren-Newsome",2017,"Milwaukee",27,4,433
"2026","Carson Warren-Newsome",2018,"Milwaukee",12,1,290
"2027","Carson Williams",2016,"Northern Kentucky",35,34,866
"2028","Carson Williams",2017,"Northern Kentucky",32,27,861
"2029","Carter Boothe",2018,"Iowa State",3,0,7
"2030","Carter Boothe",2019,"Iowa State",7,0,11
"2031","Carter Boothe",2020,"Iowa State",1,0,1
"2032","Carter Boothe",2021,"Iowa State",6,0,9
"2033","Carter Brooks",2018,"North Dakota",12,0,95
"2034","Carter Collins",2021,"Murray State",33,33,690
"2035","Carter Gilmore",2020,"Wisconsin",9,0,17
"2036","Carter Gilmore",2021,"Wisconsin",22,0,173
"2037","Carter Gilmore",2022,"Wisconsin",35,3,659
"2038","Carter Gilmore",2023,"Wisconsin",6,0,70
"2039","Carter Higginbottom",2019,"Wisconsin",9,0,9
"2040","Carter Higginbottom",2020,"Wisconsin",9,0,10
"2041","Carter Higginbottom",2021,"Wisconsin",6,0,6
"2042","Carter Kingsbury",2022,"Iowa",8,0,30
"2043","Carter Kingsbury",2023,"Iowa",2,0,5
"2044","Cartier Diarra",2017,"Kansas State",37,22,879
"2045","Cartier Diarra",2018,"Kansas State",26,9,662
"2046","Cartier Diarra",2019,"Kansas State",32,27,1000
"2047","Casey Arent",2011,"Oklahoma",24,0,147
"2048","Casey Arent",2012,"Oklahoma",6,0,31
"2049","Casey Harriman",2010,"Creighton",6,0,13
"2050","Casey Kasperbauer",2012,"South Dakota",29,24,800
"2051","Casey Kasperbauer",2013,"South Dakota",29,1,528
"2052","Casey Kasperbauer",2014,"South Dakota",33,28,985
"2053","Casey Kasperbauer",2015,"South Dakota",32,32,1065
"2054","Casey Schlatter",2015,"Drake",31,7,404
"2055","Casey Schlatter",2016,"Drake",30,3,427
"2056","Casey Schlatter",2017,"Drake",34,3,483
"2057","Casey Simmons",2021,"Northwestern",27,7,312
"2058","Cashmere Wright",2010,"Cincinnati",35,34,889
"2059","Cashmere Wright",2011,"Cincinnati",37,36,1156
"2060","Cashmere Wright",2012,"Cincinnati",33,33,977
"2061","Cassius Winston",2016,"Michigan State",35,5,724
"2062","Cassius Winston",2017,"Michigan State",35,34,985
"2063","Cassius Winston",2018,"Michigan State",39,39,1308
"2064","Cassius Winston",2019,"Michigan State",30,30,980
"2065","Cayden Vasko",2023,"Central Michigan",6,6,154
"2066","Cecil Williams",2016,"Central Michigan",32,32,782
"2067","Cecil Williams",2017,"Central Michigan",36,36,1088
"2068","Cedric Russell",2021,"Ohio State",30,0,386
"2069","Cem Kirciman",2020,"Green Bay",19,0,155
"2070","Cem Kirciman",2021,"Green Bay",26,1,266
"2071","Cesar Tchilombo",2023,"Northern Kentucky",2,0,2
"2072","Cesare Edwards",2023,"Missouri State",6,3,104
"2073","Cezar Guerrero",2011,"Oklahoma State",32,6,587
"2074","Chad Calcaterra",2013,"North Dakota",30,13,356
"2075","Chad Calcaterra",2014,"North Dakota",19,8,212
"2076","Chad Culbreath",2015,"Murray State",23,1,254
"2077","Chad Holtz",2015,"Notre Dame",1,0,1
"2078","Chad Hudson",2016,"IUPUI",10,0,23
"2079","Chad Hudson",2017,"IUPUI",8,0,27
"2080","Chad Jackson",2012,"Northern Kentucky",27,27,798
"2081","Chad Jackson",2014,"Northern Kentucky",30,28,783
"2082","Chad Lang",2011,"Belmont",14,0,51
"2083","Chad Lang",2012,"Belmont",21,0,85
"2084","Chad Lang",2013,"Belmont",26,0,119
"2085","Chad Rykhoek",2016,"Memphis",15,13,212
"2086","Chad White",2010,"South Dakota State",31,0,630
"2087","Chad White",2011,"South Dakota State",35,8,880
"2088","Chad White",2012,"South Dakota State",28,24,887
"2089","Chad White",2013,"South Dakota State",30,30,970
"2090","Chadrack Lufile",2012,"Wichita State",30,0,236
"2091","Chadrack Lufile",2013,"Wichita State",36,11,600
"2092","Chance Moore",2018,"Wichita State",4,0,20
"2093","Chance Moore",2022,"Missouri State",31,3,679
"2094","Chance Moore",2023,"Missouri State",5,3,131
"2095","Chandler Lawson",2021,"Memphis",17,0,141
"2096","Chandler Lawson",2022,"Memphis",35,24,683
"2097","Chandler Levingston Simon",2015,"Valparaiso",11,0,41
"2098","Chandler Levingston Simon",2016,"Valparaiso",8,0,16
"2099","Chandler Thomas",2014,"Ohio",3,0,4
"2100","Chandler Turner",2019,"Bowling Green State",12,0,70
"2101","Chandler Turner",2020,"Bowling Green State",23,0,188
"2102","Chandler Turner",2021,"Bowling Green State",30,0,533
"2103","Chandler Turner",2022,"Bowling Green State",29,25,730
"2104","Chandler White",2015,"Toledo",8,0,28
"2105","Channel Banks",2018,"Akron",32,11,678
"2106","Channel Banks",2019,"Akron",31,31,974
"2107","Chanse Robinson",2020,"Buffalo",1,0,10
"2108","Charles Bain",2017,"Robert Morris",33,9,564
"2109","Charles Bain",2018,"Robert Morris",35,35,862
"2110","Charles Bain",2019,"Robert Morris",34,21,764
"2111","Charles Bain",2020,"Robert Morris",16,16,325
"2112","Charles Bennett",2014,"Indiana State",30,6,688
"2113","Charles Brown",2015,"Murray State",16,2,127
"2114","Charles Buggs",2013,"Minnesota",16,0,107
"2115","Charles Buggs",2014,"Minnesota",33,7,437
"2116","Charles Buggs",2015,"Minnesota",28,21,675
"2117","Charles Carmouche",2010,"Memphis",32,28,791
"2118","Charles Carmouche",2011,"Memphis",7,4,121
"2119","Charles Chukwu",2022,"Tulsa",30,0,254
"2120","Charles Cooper",2015,"Green Bay",36,36,962
"2121","Charles Cooper",2016,"Green Bay",31,12,814
"2122","Charles Dent",2015,"Chicago State",1,0,0
"2123","Charles Fofanah",2022,"Chicago State",7,0,23
"2124","Charles Harris",2012,"Western Michigan",6,0,33
"2125","Charles Harris",2013,"Western Michigan",12,0,54
"2126","Charles Harris",2014,"Western Michigan",6,0,19
"2127","Charles Holt",2010,"Memphis",4,0,5
"2128","Charles Holt",2011,"Memphis",12,0,30
"2129","Charles Holt",2012,"Memphis",3,0,8
"2130","Charles Matthews",2017,"Michigan",41,41,1234
"2131","Charles Matthews",2018,"Michigan",34,34,1070
"2132","Charles Oliver",2013,"Robert Morris",36,0,542
"2133","Charles Oliver",2014,"Robert Morris",2,0,19
